hour,start_station_id,end_station_id,total_trips,days_with_trips,days_with_zero_trips,zero_rate,overall_avg_trips,count_process_rate,demand_avg,demand_zip_poisson,demand_up,demand_0.5
0,1050,1025,3,2,119,0.9834710743801653,0.024793388429752067,1.500000000000005,0.024793388429752067,0,1,0
0,1050,1028,2,1,120,0.9917355371900827,0.01652892561983471,2.0000000000000067,0.01652892561983471,0,1,0
0,1050,250,2,1,120,0.9917355371900827,0.01652892561983471,2.0000000000000067,0.01652892561983471,0,1,0
0,1051,257,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,1052,1743,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,1052,648,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,1090,1039,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,1090,258,2,1,120,0.9917355371900827,0.01652892561983471,2.0000000000000067,0.01652892561983471,0,1,0
0,1091,1025,2,1,120,0.9917355371900827,0.01652892561983471,2.0000000000000067,0.01652892561983471,0,1,0
0,1091,248,2,1,120,0.9917355371900827,0.01652892561983471,2.0000000000000067,0.01652892561983471,0,1,0
0,1093,1024,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,1095,1038,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,1096,1024,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,1096,1039,2,1,120,0.9917355371900827,0.01652892561983471,2.0000000000000067,0.01652892561983471,0,1,0
0,1096,1051,2,2,119,0.9834710743801653,0.01652892561983471,1.0000000000000033,0.01652892561983471,0,1,0
0,1097,1721,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,1098,265,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,1098,345,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,1102,1748,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,1102,290,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,171,1727,5,5,116,0.9586776859504132,0.04132231404958678,1.0000000000000007,0.04132231404958678,0,1,0
0,171,249,2,2,119,0.9834710743801653,0.01652892561983471,1.0000000000000033,0.01652892561983471,0,1,0
0,171,260,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,171,264,2,2,119,0.9834710743801653,0.01652892561983471,1.0000000000000033,0.01652892561983471,0,1,0
0,171,265,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,171,290,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,171,341,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,171,345,3,3,118,0.9752066115702479,0.024793388429752067,0.9999999999999989,0.024793388429752067,0,1,0
0,171,346,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,1720,1024,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,1720,1038,3,2,119,0.9834710743801653,0.024793388429752067,1.500000000000005,0.024793388429752067,0,1,0
0,1720,648,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,1721,265,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,1726,346,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,1727,290,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,1731,264,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,2,1,0
0,1731,265,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,1738,1025,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,1738,358,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,1744,249,2,2,119,0.9834710743801653,0.01652892561983471,1.0000000000000033,0.01652892561983471,0,1,0
0,1749,1038,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,1749,250,2,1,120,0.9917355371900827,0.01652892561983471,2.0000000000000067,0.01652892561983471,0,1,0
0,1753,258,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,1754,1098,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,1756,1093,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,183,1025,2,2,119,0.9834710743801653,0.01652892561983471,1.0000000000000033,0.01652892561983471,1,1,0
0,183,1026,2,2,119,0.9834710743801653,0.01652892561983471,1.0000000000000033,0.01652892561983471,0,1,0
0,183,250,3,3,118,0.9752066115702479,0.024793388429752067,0.9999999999999989,0.024793388429752067,0,1,0
0,183,261,3,3,118,0.9752066115702479,0.024793388429752067,0.9999999999999989,0.024793388429752067,0,1,0
0,183,262,3,2,119,0.9834710743801653,0.024793388429752067,1.500000000000005,0.024793388429752067,0,1,0
0,183,264,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,183,265,3,2,119,0.9834710743801653,0.024793388429752067,1.500000000000005,0.024793388429752067,0,1,0
0,183,273,4,4,117,0.9669421487603306,0.03305785123966942,1.0,0.03305785123966942,0,1,0
0,183,346,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,183,349,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,183,351,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,183,358,7,6,115,0.9504132231404959,0.05785123966942149,1.166666666666668,0.05785123966942149,0,1,0
0,183,873,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,183,880,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,183,883,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,189,250,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,189,252,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,189,261,9,9,112,0.9256198347107438,0.0743801652892562,1.0000000000000004,0.0743801652892562,0,1,0
0,189,262,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,189,264,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,189,265,3,3,118,0.9752066115702479,0.024793388429752067,0.9999999999999989,0.024793388429752067,0,1,0
0,189,273,6,6,115,0.9504132231404959,0.049586776859504134,1.000000000000001,0.049586776859504134,0,1,0
0,189,290,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,189,355,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,189,358,4,3,118,0.9752066115702479,0.03305785123966942,1.333333333333332,0.03305785123966942,0,1,0
0,189,366,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,189,820,2,2,119,0.9834710743801653,0.01652892561983471,1.0000000000000033,0.01652892561983471,0,1,0
0,225,284,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,225,820,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,246,1097,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,246,1098,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,246,257,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,247,1024,2,2,119,0.9834710743801653,0.01652892561983471,1.0000000000000033,0.01652892561983471,0,1,0
0,247,1028,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,247,1038,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,247,1092,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,247,1095,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,247,1737,2,2,119,0.9834710743801653,0.01652892561983471,1.0000000000000033,0.01652892561983471,0,1,0
0,247,1738,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,247,250,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,247,256,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,247,258,2,2,119,0.9834710743801653,0.01652892561983471,1.0000000000000033,0.01652892561983471,0,1,0
0,247,261,4,3,118,0.9752066115702479,0.03305785123966942,1.333333333333332,0.03305785123966942,0,1,0
0,247,262,9,9,112,0.9256198347107438,0.0743801652892562,1.0000000000000004,0.0743801652892562,0,1,0
0,247,277,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,247,296,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,247,340,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,247,355,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,2,1,0
0,247,357,2,1,120,0.9917355371900827,0.01652892561983471,2.0000000000000067,0.01652892561983471,0,1,0
0,247,358,3,3,118,0.9752066115702479,0.024793388429752067,0.9999999999999989,0.024793388429752067,0,1,0
0,247,366,2,2,119,0.9834710743801653,0.01652892561983471,1.0000000000000033,0.01652892561983471,0,1,0
0,247,648,3,2,119,0.9834710743801653,0.024793388429752067,1.500000000000005,0.024793388429752067,0,1,0
0,247,862,3,1,120,0.9917355371900827,0.024793388429752067,3.00000000000001,0.024793388429752067,0,1,0
0,247,865,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,247,877,2,1,120,0.9917355371900827,0.01652892561983471,2.0000000000000067,0.01652892561983471,0,1,0
0,248,1024,3,2,119,0.9834710743801653,0.024793388429752067,1.500000000000005,0.024793388429752067,0,1,0
0,248,1025,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,248,1026,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,248,1028,3,2,119,0.9834710743801653,0.024793388429752067,1.500000000000005,0.024793388429752067,0,1,0
0,248,1038,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,248,1041,2,1,120,0.9917355371900827,0.01652892561983471,2.0000000000000067,0.01652892561983471,0,1,0
0,248,1051,3,3,118,0.9752066115702479,0.024793388429752067,0.9999999999999989,0.024793388429752067,0,1,0
0,248,1090,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,248,1096,2,1,120,0.9917355371900827,0.01652892561983471,2.0000000000000067,0.01652892561983471,0,1,0
0,248,1098,3,3,118,0.9752066115702479,0.024793388429752067,0.9999999999999989,0.024793388429752067,0,1,0
0,248,171,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,248,1727,3,2,119,0.9834710743801653,0.024793388429752067,1.500000000000005,0.024793388429752067,0,1,0
0,248,1728,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,248,1737,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,248,246,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,248,247,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,248,249,6,5,116,0.9586776859504132,0.049586776859504134,1.2000000000000008,0.049586776859504134,0,1,0
0,248,257,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,248,258,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,248,259,3,2,119,0.9834710743801653,0.024793388429752067,1.500000000000005,0.024793388429752067,0,1,0
0,248,262,5,3,118,0.9752066115702479,0.04132231404958678,1.6666666666666647,0.04132231404958678,0,1,0
0,248,264,2,1,120,0.9917355371900827,0.01652892561983471,2.0000000000000067,0.01652892561983471,0,1,0
0,248,265,7,6,115,0.9504132231404959,0.05785123966942149,1.166666666666668,0.05785123966942149,0,1,0
0,248,284,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,248,290,7,5,116,0.9586776859504132,0.05785123966942149,1.400000000000001,0.05785123966942149,0,1,0
0,248,296,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,248,340,5,5,116,0.9586776859504132,0.04132231404958678,1.0000000000000007,0.04132231404958678,0,1,0
0,248,341,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,248,344,8,6,115,0.9504132231404959,0.06611570247933884,1.3333333333333348,0.06611570247933884,0,1,0
0,248,345,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,248,346,4,4,117,0.9669421487603306,0.03305785123966942,1.0,0.03305785123966942,0,1,0
0,248,350,3,2,119,0.9834710743801653,0.024793388429752067,1.500000000000005,0.024793388429752067,0,1,0
0,248,352,12,8,113,0.9338842975206612,0.09917355371900827,1.5,0.09917355371900827,0,1,0
0,248,356,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,248,358,3,2,119,0.9834710743801653,0.024793388429752067,1.500000000000005,0.024793388429752067,0,1,0
0,248,359,2,2,119,0.9834710743801653,0.01652892561983471,1.0000000000000033,0.01652892561983471,0,1,0
0,248,881,3,2,119,0.9834710743801653,0.024793388429752067,1.500000000000005,0.024793388429752067,0,1,0
0,249,1090,2,1,120,0.9917355371900827,0.01652892561983471,2.0000000000000067,0.01652892561983471,0,1,0
0,249,1727,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,249,183,3,1,120,0.9917355371900827,0.024793388429752067,3.00000000000001,0.024793388429752067,0,1,0
0,249,265,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,249,352,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,249,357,2,2,119,0.9834710743801653,0.01652892561983471,1.0000000000000033,0.01652892561983471,0,1,0
0,249,358,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,249,359,2,1,120,0.9917355371900827,0.01652892561983471,2.0000000000000067,0.01652892561983471,0,1,0
0,249,870,2,1,120,0.9917355371900827,0.01652892561983471,2.0000000000000067,0.01652892561983471,0,1,0
0,250,1729,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,250,257,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,251,1729,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,251,358,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,251,366,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,253,171,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,253,1721,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,253,290,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,256,1041,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,256,250,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,256,265,2,1,120,0.9917355371900827,0.01652892561983471,2.0000000000000067,0.01652892561983471,0,1,0
0,256,275,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,256,351,2,1,120,0.9917355371900827,0.01652892561983471,2.0000000000000067,0.01652892561983471,0,1,0
0,256,352,2,1,120,0.9917355371900827,0.01652892561983471,2.0000000000000067,0.01652892561983471,0,1,0
0,257,820,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,258,1024,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,258,1090,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,258,366,2,2,119,0.9834710743801653,0.01652892561983471,1.0000000000000033,0.01652892561983471,0,1,0
0,258,866,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,259,1025,9,8,113,0.9338842975206612,0.0743801652892562,1.125,0.0743801652892562,0,1,0
0,259,1026,6,4,117,0.9669421487603306,0.049586776859504134,1.5,0.049586776859504134,0,1,0
0,259,1039,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,259,1743,3,3,118,0.9752066115702479,0.024793388429752067,0.9999999999999989,0.024793388429752067,0,1,0
0,259,1754,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,259,247,2,2,119,0.9834710743801653,0.01652892561983471,1.0000000000000033,0.01652892561983471,0,1,0
0,259,248,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,259,250,3,2,119,0.9834710743801653,0.024793388429752067,1.500000000000005,0.024793388429752067,0,1,0
0,259,260,4,4,117,0.9669421487603306,0.03305785123966942,1.0,0.03305785123966942,0,1,0
0,259,261,2,2,119,0.9834710743801653,0.01652892561983471,1.0000000000000033,0.01652892561983471,0,1,0
0,259,262,6,5,116,0.9586776859504132,0.049586776859504134,1.2000000000000008,0.049586776859504134,0,1,0
0,259,273,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,259,284,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,259,285,4,2,119,0.9834710743801653,0.03305785123966942,2.0000000000000067,0.03305785123966942,0,1,0
0,259,289,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,259,290,2,2,119,0.9834710743801653,0.01652892561983471,1.0000000000000033,0.01652892561983471,0,1,0
0,259,296,2,1,120,0.9917355371900827,0.01652892561983471,2.0000000000000067,0.01652892561983471,0,1,0
0,259,354,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,259,356,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,259,357,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,259,358,13,9,112,0.9256198347107438,0.10743801652892562,1.444444444444445,0.10743801652892562,0,1,0
0,259,820,8,5,116,0.9586776859504132,0.06611570247933884,1.600000000000001,0.06611570247933884,0,1,0
0,259,868,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,259,870,2,2,119,0.9834710743801653,0.01652892561983471,1.0000000000000033,0.01652892561983471,0,1,0
0,259,880,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,259,882,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,259,885,2,1,120,0.9917355371900827,0.01652892561983471,2.0000000000000067,0.01652892561983471,0,1,0
0,260,1025,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,260,1090,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,260,171,2,2,119,0.9834710743801653,0.01652892561983471,1.0000000000000033,0.01652892561983471,0,1,0
0,260,1767,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,260,249,5,3,118,0.9752066115702479,0.04132231404958678,1.6666666666666647,0.04132231404958678,0,1,0
0,260,257,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,260,265,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,260,340,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,260,346,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,261,1055,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,261,250,3,3,118,0.9752066115702479,0.024793388429752067,0.9999999999999989,0.024793388429752067,0,1,0
0,261,257,2,2,119,0.9834710743801653,0.01652892561983471,1.0000000000000033,0.01652892561983471,0,1,0
0,261,259,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,261,262,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,261,265,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,261,285,3,2,119,0.9834710743801653,0.024793388429752067,1.500000000000005,0.024793388429752067,0,1,0
0,261,340,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,261,343,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,261,350,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,261,352,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,261,358,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,261,366,2,1,120,0.9917355371900827,0.01652892561983471,2.0000000000000067,0.01652892561983471,0,1,0
0,261,820,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,261,868,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,261,877,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
0,261,881,1,1,120,0.9917355371900827,0.008264462809917356,1.0000000000000033,0.008264462809917356,0,1,0
