hour,start_station_id,end_station_id,total_trips,avg_trips,demand_up,demand_0.5,demand_poisson
0,1024,1051,3,0.0030303030303030303,1,0,0
0,1024,1052,1,0.00101010101010101,1,0,0
0,1024,1090,1,0.00101010101010101,1,0,0
0,1024,1092,4,0.00404040404040404,1,0,0
0,1024,1096,5,0.005050505050505051,1,0,0
0,1024,1098,5,0.005050505050505051,1,0,0
0,1024,171,2,0.00202020202020202,1,0,0
0,1024,1720,2,0.00202020202020202,1,0,0
0,1024,1721,4,0.00404040404040404,1,0,0
0,1024,1726,2,0.00202020202020202,1,0,0
0,1024,1727,7,0.007070707070707071,1,0,0
0,1024,1728,3,0.0030303030303030303,1,0,0
0,1024,1729,2,0.00202020202020202,1,0,0
0,1024,1730,1,0.00101010101010101,1,0,0
0,1024,1737,1,0.00101010101010101,1,0,0
0,1024,1738,2,0.00202020202020202,1,0,0
0,1024,1739,1,0.00101010101010101,1,0,0
0,1024,1744,5,0.005050505050505051,1,0,0
0,1024,1745,1,0.00101010101010101,1,0,0
0,1024,1752,3,0.0030303030303030303,1,0,0
0,1024,1756,2,0.00202020202020202,1,0,0
0,1024,1764,1,0.00101010101010101,1,0,0
0,1024,1767,4,0.00404040404040404,1,0,0
0,1024,1769,1,0.00101010101010101,1,0,0
0,1024,1798,6,0.006060606060606061,1,0,0
0,1024,1808,1,0.00101010101010101,1,0,0
0,1024,1814,2,0.00202020202020202,1,0,0
0,1024,1818,1,0.00101010101010101,1,0,0
0,1024,1821,3,0.0030303030303030303,1,0,0
0,1024,1823,2,0.00202020202020202,1,0,0
0,1024,1824,1,0.00101010101010101,1,0,0
0,1024,1860,2,0.00202020202020202,1,0,0
0,1024,189,3,0.0030303030303030303,1,0,0
0,1024,2259,2,0.00202020202020202,1,0,0
0,1024,248,1,0.00101010101010101,1,0,0
0,1024,249,4,0.00404040404040404,1,0,0
0,1024,253,1,0.00101010101010101,1,0,0
0,1024,258,1,0.00101010101010101,1,0,0
0,1024,260,6,0.006060606060606061,1,0,0
0,1024,264,2,0.00202020202020202,1,0,0
0,1024,265,24,0.024242424242424242,1,0,0
0,1024,289,2,0.00202020202020202,1,0,0
0,1024,296,1,0.00101010101010101,1,0,0
0,1024,346,5,0.005050505050505051,1,0,0
0,1024,358,1,0.00101010101010101,1,0,1
0,1024,359,1,0.00101010101010101,1,0,0
0,1025,1017,1,0.00101010101010101,1,0,0
0,1025,1019,1,0.00101010101010101,1,0,0
0,1025,1024,3,0.0030303030303030303,1,0,0
0,1025,1050,2,0.00202020202020202,1,0,0
0,1025,1051,1,0.00101010101010101,1,0,0
0,1025,1055,2,0.00202020202020202,1,0,0
0,1025,1092,7,0.007070707070707071,1,0,0
0,1025,1720,1,0.00101010101010101,1,0,0
0,1025,1727,2,0.00202020202020202,1,0,0
0,1025,1731,1,0.00101010101010101,1,0,0
0,1025,1738,2,0.00202020202020202,1,0,0
0,1025,1747,3,0.0030303030303030303,1,0,0
0,1025,1757,2,0.00202020202020202,1,0,0
0,1025,1765,1,0.00101010101010101,1,0,0
0,1025,1767,1,0.00101010101010101,1,0,0
0,1025,1769,4,0.00404040404040404,1,0,0
0,1025,1798,1,0.00101010101010101,1,0,0
0,1025,1808,2,0.00202020202020202,1,0,0
0,1025,1809,2,0.00202020202020202,1,0,0
0,1025,1814,1,0.00101010101010101,1,0,0
0,1025,1815,1,0.00101010101010101,1,0,0
0,1025,1818,2,0.00202020202020202,1,0,0
0,1025,1823,6,0.006060606060606061,1,0,0
0,1025,247,1,0.00101010101010101,1,0,0
0,1025,248,5,0.005050505050505051,1,0,0
0,1025,249,5,0.005050505050505051,1,0,0
0,1025,253,1,0.00101010101010101,1,0,0
0,1025,259,1,0.00101010101010101,1,0,0
0,1025,261,1,0.00101010101010101,1,0,0
0,1025,265,7,0.007070707070707071,1,0,0
0,1025,296,8,0.00808080808080808,1,0,0
0,1025,876,1,0.00101010101010101,1,0,0
0,1026,1097,1,0.00101010101010101,1,0,0
0,1026,358,1,0.00101010101010101,1,0,0
0,1028,1019,4,0.00404040404040404,1,0,0
0,1028,1024,1,0.00101010101010101,1,0,0
0,1028,1025,2,0.00202020202020202,1,0,0
0,1028,1038,3,0.0030303030303030303,1,0,0
0,1028,1051,4,0.00404040404040404,1,0,0
0,1028,1052,3,0.0030303030303030303,1,0,0
0,1028,1055,1,0.00101010101010101,1,0,0
0,1028,1090,3,0.0030303030303030303,1,0,0
0,1028,1091,4,0.00404040404040404,1,0,0
0,1028,1098,6,0.006060606060606061,1,0,0
0,1028,1102,1,0.00101010101010101,1,0,0
0,1028,1720,1,0.00101010101010101,1,0,0
0,1028,1721,3,0.0030303030303030303,1,0,0
0,1028,1726,1,0.00101010101010101,1,0,0
0,1028,1727,1,0.00101010101010101,1,0,0
0,1028,1744,1,0.00101010101010101,1,0,0
0,1028,1769,1,0.00101010101010101,1,0,0
0,1028,1814,2,0.00202020202020202,1,0,0
0,1028,1818,2,0.00202020202020202,1,0,0
0,1028,1824,2,0.00202020202020202,1,0,0
0,1028,189,2,0.00202020202020202,1,0,0
0,1028,2259,2,0.00202020202020202,1,0,0
0,1028,246,1,0.00101010101010101,1,0,0
0,1028,249,3,0.0030303030303030303,1,0,0
0,1028,250,1,0.00101010101010101,1,0,0
0,1028,252,2,0.00202020202020202,1,0,0
0,1028,256,1,0.00101010101010101,1,0,0
0,1028,261,2,0.00202020202020202,1,0,0
0,1028,262,2,0.00202020202020202,1,0,0
0,1028,264,1,0.00101010101010101,1,0,0
0,1028,265,3,0.0030303030303030303,1,0,0
0,1028,289,1,0.00101010101010101,1,0,0
0,1028,344,1,0.00101010101010101,1,0,0
0,1028,358,15,0.015151515151515152,1,0,0
0,1028,862,1,0.00101010101010101,1,0,0
0,1038,1090,5,0.005050505050505051,1,0,0
0,1038,1095,1,0.00101010101010101,1,0,0
0,1038,1725,1,0.00101010101010101,1,0,0
0,1038,1730,1,0.00101010101010101,1,0,0
0,1038,1745,1,0.00101010101010101,1,0,0
0,1038,1749,1,0.00101010101010101,1,0,0
0,1038,1763,1,0.00101010101010101,1,0,0
0,1038,1764,1,0.00101010101010101,1,0,0
0,1038,1800,1,0.00101010101010101,1,0,0
0,1038,1814,1,0.00101010101010101,1,0,0
0,1038,1821,3,0.0030303030303030303,1,0,0
0,1038,1824,1,0.00101010101010101,1,0,0
0,1038,250,1,0.00101010101010101,1,0,0
0,1038,358,3,0.0030303030303030303,1,0,0
0,1039,1019,10,0.010101010101010102,1,0,0
0,1039,1024,5,0.005050505050505051,1,0,0
0,1039,1025,15,0.015151515151515152,1,0,0
0,1039,1028,1,0.00101010101010101,1,0,0
0,1039,1050,6,0.006060606060606061,1,0,0
0,1039,1051,2,0.00202020202020202,1,0,0
0,1039,1090,3,0.0030303030303030303,1,0,0
0,1039,1092,2,0.00202020202020202,1,0,0
0,1039,1096,1,0.00101010101010101,1,0,0
0,1039,1097,1,0.00101010101010101,1,0,0
0,1039,171,1,0.00101010101010101,1,0,0
0,1039,1720,2,0.00202020202020202,1,0,0
0,1039,1721,2,0.00202020202020202,1,0,0
0,1039,1725,2,0.00202020202020202,1,0,0
0,1039,1727,2,0.00202020202020202,1,0,0
0,1039,1729,1,0.00101010101010101,1,0,0
0,1039,1738,3,0.0030303030303030303,1,0,0
0,1039,1743,1,0.00101010101010101,1,0,0
0,1039,1744,1,0.00101010101010101,1,0,0
0,1039,1745,3,0.0030303030303030303,1,0,0
0,1039,1749,1,0.00101010101010101,1,0,0
0,1039,1752,4,0.00404040404040404,1,0,0
0,1039,1756,1,0.00101010101010101,1,0,0
0,1039,1763,1,0.00101010101010101,1,0,0
0,1039,1765,1,0.00101010101010101,1,0,0
0,1039,1767,1,0.00101010101010101,1,0,0
0,1039,1769,6,0.006060606060606061,1,0,0
0,1039,1808,3,0.0030303030303030303,1,0,0
0,1039,1814,1,0.00101010101010101,1,0,0
0,1039,1823,1,0.00101010101010101,1,0,0
0,1039,1824,7,0.007070707070707071,1,0,0
0,1039,262,6,0.006060606060606061,1,0,0
0,1039,265,8,0.00808080808080808,1,0,0
0,1039,285,1,0.00101010101010101,1,0,0
0,1039,356,4,0.00404040404040404,1,0,0
0,1039,358,7,0.007070707070707071,1,0,0
0,1039,366,1,0.00101010101010101,1,0,0
0,1039,648,1,0.00101010101010101,1,0,0
0,1039,877,1,0.00101010101010101,1,0,0
0,1042,1091,1,0.00101010101010101,1,0,0
0,1042,1818,4,0.00404040404040404,1,0,0
0,1042,265,1,0.00101010101010101,1,0,0
0,1042,346,1,0.00101010101010101,1,0,0
0,1050,1019,1,0.00101010101010101,1,0,0
0,1050,1024,1,0.00101010101010101,1,0,0
0,1050,1025,10,0.010101010101010102,1,0,0
0,1050,1028,2,0.00202020202020202,1,0,0
0,1050,1051,1,0.00101010101010101,1,0,0
0,1050,1052,1,0.00101010101010101,1,0,0
0,1050,1055,1,0.00101010101010101,1,0,0
0,1050,1092,1,0.00101010101010101,1,0,0
0,1050,1102,1,0.00101010101010101,1,0,0
0,1050,1730,5,0.005050505050505051,1,0,0
0,1050,1749,1,0.00101010101010101,1,0,0
0,1050,1765,3,0.0030303030303030303,1,0,0
0,1050,1767,2,0.00202020202020202,1,0,0
0,1050,1808,1,0.00101010101010101,1,0,0
0,1050,247,1,0.00101010101010101,1,0,0
0,1050,248,2,0.00202020202020202,1,0,0
0,1050,249,1,0.00101010101010101,1,0,0
0,1050,250,3,0.0030303030303030303,1,0,0
0,1050,262,1,0.00101010101010101,1,0,0
0,1050,265,1,0.00101010101010101,1,0,0
0,1050,358,1,0.00101010101010101,1,0,0
0,1051,1025,1,0.00101010101010101,1,0,0
0,1051,1039,4,0.00404040404040404,1,0,0
0,1051,1091,2,0.00202020202020202,1,0,0
0,1051,1096,1,0.00101010101010101,1,0,0
0,1051,1726,1,0.00101010101010101,1,0,0
0,1051,1727,1,0.00101010101010101,1,0,0
0,1051,1743,1,0.00101010101010101,1,0,0
0,1051,1744,1,0.00101010101010101,1,0,0
0,1051,1765,1,0.00101010101010101,1,0,0
0,1051,1767,5,0.005050505050505051,1,0,0
0,1051,1798,7,0.007070707070707071,1,0,0
0,1051,1818,1,0.00101010101010101,1,0,0
0,1051,2268,1,0.00101010101010101,1,0,0
0,1051,246,5,0.005050505050505051,1,0,0
0,1051,248,1,0.00101010101010101,1,0,0
0,1051,254,1,0.00101010101010101,1,0,0
0,1051,257,1,0.00101010101010101,1,0,0
0,1051,264,1,0.00101010101010101,1,0,0
0,1051,265,8,0.00808080808080808,1,0,0
0,1052,1024,2,0.00202020202020202,1,0,0
0,1052,1028,1,0.00101010101010101,1,0,0
0,1052,1090,2,0.00202020202020202,1,0,0
0,1052,1091,5,0.005050505050505051,1,0,0
0,1052,1096,1,0.00101010101010101,1,0,0
0,1052,1097,1,0.00101010101010101,1,0,0
0,1052,1102,1,0.00101010101010101,1,0,0
0,1052,1720,1,0.00101010101010101,1,0,0
0,1052,1721,3,0.0030303030303030303,1,0,0
0,1052,1727,2,0.00202020202020202,1,0,0
0,1052,1743,3,0.0030303030303030303,1,0,0
0,1052,1749,1,0.00101010101010101,1,0,0
0,1052,1765,2,0.00202020202020202,1,0,0
0,1052,1769,4,0.00404040404040404,1,0,0
0,1052,1824,2,0.00202020202020202,1,0,0
0,1052,183,3,0.0030303030303030303,1,0,0
0,1052,2259,1,0.00101010101010101,1,0,0
0,1052,2268,2,0.00202020202020202,1,0,0
0,1052,248,2,0.00202020202020202,1,0,0
0,1052,253,1,0.00101010101010101,1,0,0
0,1052,254,1,0.00101010101010101,1,0,0
0,1052,258,1,0.00101010101010101,1,0,0
0,1052,259,1,0.00101010101010101,1,0,0
0,1052,260,2,0.00202020202020202,1,0,0
0,1052,264,2,0.00202020202020202,1,0,0
0,1052,265,8,0.00808080808080808,1,0,0
0,1052,285,1,0.00101010101010101,1,0,0
0,1052,358,5,0.005050505050505051,1,0,0
0,1052,648,1,0.00101010101010101,1,0,0
0,1055,1038,1,0.00101010101010101,1,0,0
0,1055,1738,1,0.00101010101010101,1,0,0
0,1055,1747,1,0.00101010101010101,1,0,0
0,1055,1821,1,0.00101010101010101,1,0,0
0,1090,1025,2,0.00202020202020202,1,0,0
0,1090,1038,2,0.00202020202020202,1,0,0
0,1090,1039,2,0.00202020202020202,1,0,0
0,1090,1052,1,0.00101010101010101,1,0,0
0,1090,1091,4,0.00404040404040404,1,0,1
0,1090,1092,4,0.00404040404040404,1,0,0
0,1090,1098,1,0.00101010101010101,1,0,0
0,1090,1102,1,0.00101010101010101,1,0,0
0,1090,1720,2,0.00202020202020202,1,0,0
0,1090,1721,3,0.0030303030303030303,1,0,0
0,1090,1728,4,0.00404040404040404,1,0,0
0,1090,1729,1,0.00101010101010101,1,0,0
0,1090,1738,1,0.00101010101010101,1,0,0
0,1090,1744,1,0.00101010101010101,1,0,0
0,1090,1754,3,0.0030303030303030303,1,0,0
0,1090,1765,3,0.0030303030303030303,1,0,0
0,1090,1798,1,0.00101010101010101,1,0,0
0,1090,1808,1,0.00101010101010101,1,0,0
0,1090,1814,3,0.0030303030303030303,1,0,0
0,1090,1818,1,0.00101010101010101,1,0,0
0,1090,1824,4,0.00404040404040404,1,0,0
0,1090,183,2,0.00202020202020202,1,0,0
0,1090,2265,1,0.00101010101010101,1,0,0
0,1090,250,3,0.0030303030303030303,1,0,0
0,1090,256,2,0.00202020202020202,1,0,0
0,1090,258,2,0.00202020202020202,1,0,0
0,1090,262,1,0.00101010101010101,1,0,0
0,1090,358,3,0.0030303030303030303,1,0,0
0,1091,1019,1,0.00101010101010101,1,0,0
0,1091,1025,2,0.00202020202020202,1,0,0
0,1091,1028,1,0.00101010101010101,1,0,0
0,1091,1051,3,0.0030303030303030303,1,0,0
0,1091,1052,1,0.00101010101010101,1,0,0
0,1091,1090,3,0.0030303030303030303,1,0,0
0,1091,1098,1,0.00101010101010101,1,0,0
0,1091,1102,2,0.00202020202020202,1,0,0
0,1091,1728,3,0.0030303030303030303,1,0,0
0,1091,1745,1,0.00101010101010101,1,0,0
0,1091,1756,2,0.00202020202020202,1,0,0
0,1091,1766,1,0.00101010101010101,1,0,0
0,1091,1769,3,0.0030303030303030303,1,0,0
0,1091,1798,2,0.00202020202020202,1,0,0
0,1091,1814,5,0.005050505050505051,1,0,0
0,1091,1824,2,0.00202020202020202,1,0,0
0,1091,246,1,0.00101010101010101,1,0,0
0,1091,248,2,0.00202020202020202,1,0,0
0,1091,249,1,0.00101010101010101,1,0,0
0,1091,262,1,0.00101010101010101,1,0,0
0,1091,296,1,0.00101010101010101,1,0,0
0,1091,358,1,0.00101010101010101,1,0,0
0,1092,1019,1,0.00101010101010101,1,0,0
0,1092,1025,8,0.00808080808080808,1,0,0
0,1092,1038,1,0.00101010101010101,1,0,0
0,1092,1039,5,0.005050505050505051,1,0,0
0,1092,1051,1,0.00101010101010101,1,0,0
0,1092,1096,1,0.00101010101010101,1,0,0
0,1092,1720,1,0.00101010101010101,1,0,0
0,1092,1727,2,0.00202020202020202,1,0,0
0,1092,1729,2,0.00202020202020202,1,0,0
0,1092,1730,1,0.00101010101010101,1,0,0
0,1092,1737,1,0.00101010101010101,1,0,0
0,1092,1747,2,0.00202020202020202,1,0,0
0,1092,1748,1,0.00101010101010101,1,0,0
0,1092,1749,1,0.00101010101010101,1,0,0
0,1092,1756,1,0.00101010101010101,1,0,0
0,1092,1766,1,0.00101010101010101,1,0,0
0,1092,1798,1,0.00101010101010101,1,0,0
0,1092,1808,1,0.00101010101010101,1,0,0
0,1092,1815,1,0.00101010101010101,1,0,0
0,1092,1821,1,0.00101010101010101,1,0,0
0,1092,1824,1,0.00101010101010101,1,0,0
0,1092,183,2,0.00202020202020202,1,0,0
0,1092,189,1,0.00101010101010101,1,0,0
0,1092,249,2,0.00202020202020202,1,0,0
0,1092,262,1,0.00101010101010101,1,0,0
0,1093,1019,2,0.00202020202020202,1,0,0
0,1093,1024,1,0.00101010101010101,1,0,0
0,1093,1745,1,0.00101010101010101,1,0,0
0,1093,1747,1,0.00101010101010101,1,0,0
0,1093,1756,1,0.00101010101010101,1,0,0
0,1095,1028,1,0.00101010101010101,1,0,0
0,1095,1038,1,0.00101010101010101,1,0,0
0,1096,1017,1,0.00101010101010101,1,0,0
0,1096,1019,1,0.00101010101010101,1,0,0
0,1096,1024,3,0.0030303030303030303,1,0,0
0,1096,1028,1,0.00101010101010101,1,0,0
0,1096,1038,1,0.00101010101010101,1,0,0
0,1096,1039,3,0.0030303030303030303,1,0,0
0,1096,1051,4,0.00404040404040404,1,0,0
0,1096,1091,1,0.00101010101010101,1,0,0
0,1096,1098,4,0.00404040404040404,1,0,0
0,1096,1727,4,0.00404040404040404,1,0,0
0,1096,1744,1,0.00101010101010101,1,0,0
0,1096,1763,1,0.00101010101010101,1,0,0
0,1096,1766,1,0.00101010101010101,1,0,0
0,1096,1767,3,0.0030303030303030303,1,0,0
0,1096,1769,2,0.00202020202020202,1,0,0
0,1096,1798,1,0.00101010101010101,1,0,0
0,1096,1814,1,0.00101010101010101,1,0,0
0,1096,183,1,0.00101010101010101,1,0,0
0,1096,2259,1,0.00101010101010101,1,0,0
0,1096,246,1,0.00101010101010101,1,0,0
0,1096,249,1,0.00101010101010101,1,0,0
0,1096,253,2,0.00202020202020202,1,0,0
0,1096,259,1,0.00101010101010101,1,0,0
0,1096,264,1,0.00101010101010101,1,0,0
0,1096,265,9,0.00909090909090909,1,0,0
0,1096,289,2,0.00202020202020202,1,0,0
0,1096,346,1,0.00101010101010101,1,0,0
0,1097,1051,1,0.00101010101010101,1,0,0
0,1097,1052,1,0.00101010101010101,1,0,0
0,1097,1098,1,0.00101010101010101,1,0,0
0,1097,1102,2,0.00202020202020202,1,0,0
0,1097,1721,2,0.00202020202020202,1,0,0
0,1097,1728,2,0.00202020202020202,1,0,0
0,1097,1744,1,0.00101010101010101,1,0,0
0,1097,1767,3,0.0030303030303030303,1,0,0
0,1097,1814,1,0.00101010101010101,1,0,0
0,1097,1821,1,0.00101010101010101,1,0,0
0,1097,1823,2,0.00202020202020202,1,0,0
0,1097,2268,2,0.00202020202020202,1,0,0
0,1097,249,1,0.00101010101010101,1,0,0
0,1097,265,2,0.00202020202020202,1,0,0
0,1097,289,1,0.00101010101010101,1,0,0
0,1098,1025,1,0.00101010101010101,1,0,0
0,1098,1039,2,0.00202020202020202,1,0,0
0,1098,1097,4,0.00404040404040404,1,0,0
0,1098,1102,1,0.00101010101010101,1,0,0
0,1098,1727,5,0.005050505050505051,1,0,0
0,1098,1738,1,0.00101010101010101,1,0,0
0,1098,1739,2,0.00202020202020202,1,0,0
0,1098,1744,3,0.0030303030303030303,1,0,0
0,1098,1745,1,0.00101010101010101,1,0,0
0,1098,1748,2,0.00202020202020202,1,0,0
0,1098,1764,1,0.00101010101010101,1,0,0
0,1098,1767,2,0.00202020202020202,1,0,0
0,1098,1814,1,0.00101010101010101,1,0,0
0,1098,1818,1,0.00101010101010101,1,0,0
0,1098,247,1,0.00101010101010101,1,0,0
0,1098,248,1,0.00101010101010101,1,0,0
0,1098,249,1,0.00101010101010101,1,0,0
0,1098,258,1,0.00101010101010101,1,0,0
0,1098,264,4,0.00404040404040404,1,0,0
0,1098,265,8,0.00808080808080808,1,0,0
0,1098,345,1,0.00101010101010101,1,0,0
0,1102,1024,1,0.00101010101010101,1,0,0
0,1102,1050,4,0.00404040404040404,1,0,0
0,1102,1055,1,0.00101010101010101,1,0,0
0,1102,1092,1,0.00101010101010101,1,0,0
0,1102,1721,3,0.0030303030303030303,1,0,0
0,1102,1725,1,0.00101010101010101,1,0,0
0,1102,1727,1,0.00101010101010101,1,0,0
0,1102,1729,1,0.00101010101010101,1,0,0
0,1102,1730,1,0.00101010101010101,1,0,0
0,1102,1738,2,0.00202020202020202,1,0,0
0,1102,1744,2,0.00202020202020202,1,0,0
0,1102,1748,1,0.00101010101010101,1,0,0
0,1102,1749,7,0.007070707070707071,1,0,0
0,1102,1756,1,0.00101010101010101,1,0,0
0,1102,1764,1,0.00101010101010101,1,0,0
0,1102,1765,1,0.00101010101010101,1,0,0
0,1102,1814,1,0.00101010101010101,1,0,0
0,1102,1820,1,0.00101010101010101,1,0,0
0,1102,1824,1,0.00101010101010101,1,0,0
0,1102,249,1,0.00101010101010101,1,0,0
0,1102,259,1,0.00101010101010101,1,0,0
0,1102,290,1,0.00101010101010101,1,0,0
0,171,1024,7,0.007070707070707071,1,0,0
0,171,1025,2,0.00202020202020202,1,0,0
0,171,1042,1,0.00101010101010101,1,0,0
0,171,1051,6,0.006060606060606061,1,0,0
0,171,1052,1,0.00101010101010101,1,0,0
0,171,1091,6,0.006060606060606061,1,0,0
0,171,1096,1,0.00101010101010101,1,0,0
0,171,1098,3,0.0030303030303030303,1,0,0
0,171,1721,4,0.00404040404040404,1,0,0
0,171,1726,1,0.00101010101010101,1,0,0
0,171,1727,27,0.02727272727272727,1,0,0
0,171,1744,3,0.0030303030303030303,1,0,0
0,171,1752,1,0.00101010101010101,1,0,0
0,171,1767,1,0.00101010101010101,1,0,0
0,171,1824,1,0.00101010101010101,1,0,0
0,171,189,1,0.00101010101010101,1,0,0
0,171,246,1,0.00101010101010101,1,0,0
0,171,249,9,0.00909090909090909,1,0,0
0,171,250,1,0.00101010101010101,1,0,0
0,171,259,2,0.00202020202020202,1,0,0
0,171,260,3,0.0030303030303030303,1,0,0
0,171,261,2,0.00202020202020202,1,0,0
0,171,262,1,0.00101010101010101,1,0,0
0,171,264,8,0.00808080808080808,1,0,0
0,171,265,10,0.010101010101010102,1,0,0
0,171,273,1,0.00101010101010101,1,0,0
0,171,275,1,0.00101010101010101,1,0,0
0,171,290,6,0.006060606060606061,1,0,0
0,171,340,2,0.00202020202020202,1,0,0
0,171,341,8,0.00808080808080808,1,0,0
0,171,345,3,0.0030303030303030303,1,0,0
0,171,346,3,0.0030303030303030303,1,0,0
0,171,352,1,0.00101010101010101,1,0,0
0,171,358,4,0.00404040404040404,1,0,0
0,171,881,1,0.00101010101010101,1,0,0
0,1720,1024,1,0.00101010101010101,1,0,0
0,1720,1038,5,0.005050505050505051,1,0,0
0,1720,1039,2,0.00202020202020202,1,0,0
0,1720,1051,1,0.00101010101010101,1,0,0
0,1720,1727,1,0.00101010101010101,1,0,0
0,1720,1729,5,0.005050505050505051,1,0,0
0,1720,1744,2,0.00202020202020202,1,0,0
0,1720,1824,2,0.00202020202020202,1,0,0
0,1720,249,1,0.00101010101010101,1,0,0
0,1720,250,2,0.00202020202020202,1,0,0
0,1720,358,1,0.00101010101010101,1,0,0
0,1720,648,1,0.00101010101010101,1,0,0
0,1721,1024,5,0.005050505050505051,1,0,0
0,1721,1025,4,0.00404040404040404,1,0,0
0,1721,1039,1,0.00101010101010101,1,0,0
0,1721,1050,1,0.00101010101010101,1,0,0
0,1721,1051,1,0.00101010101010101,1,0,0
0,1721,1055,1,0.00101010101010101,1,0,0
0,1721,1090,2,0.00202020202020202,1,0,0
0,1721,1091,3,0.0030303030303030303,1,0,0
0,1721,1092,1,0.00101010101010101,1,0,0
0,1721,1097,2,0.00202020202020202,1,0,0
0,1721,1098,1,0.00101010101010101,1,0,0
0,1721,1720,3,0.0030303030303030303,1,0,0
0,1721,1725,1,0.00101010101010101,1,0,0
0,1721,1727,4,0.00404040404040404,1,0,0
0,1721,1744,4,0.00404040404040404,1,0,0
0,1721,1748,1,0.00101010101010101,1,0,0
0,1721,1749,2,0.00202020202020202,1,0,0
0,1721,1767,1,0.00101010101010101,1,0,0
0,1721,1769,2,0.00202020202020202,1,0,0
0,1721,1798,1,0.00101010101010101,1,0,0
0,1721,1808,2,0.00202020202020202,1,0,0
0,1721,1814,2,0.00202020202020202,1,0,0
0,1721,1818,1,0.00101010101010101,1,0,0
0,1721,1823,1,0.00101010101010101,1,0,0
0,1721,1824,5,0.005050505050505051,1,0,0
0,1721,183,2,0.00202020202020202,1,0,0
0,1721,2268,3,0.0030303030303030303,1,0,0
0,1721,246,2,0.00202020202020202,1,0,0
0,1721,247,2,0.00202020202020202,1,0,0
0,1721,248,1,0.00101010101010101,1,0,0
0,1721,250,8,0.00808080808080808,1,0,0
0,1721,258,2,0.00202020202020202,1,0,0
0,1721,259,1,0.00101010101010101,1,0,0
0,1721,260,1,0.00101010101010101,1,0,0
0,1721,264,1,0.00101010101010101,1,0,0
0,1721,265,7,0.007070707070707071,1,0,0
0,1721,285,1,0.00101010101010101,1,0,0
0,1721,289,1,0.00101010101010101,1,0,0
0,1721,296,3,0.0030303030303030303,1,0,0
0,1722,189,1,0.00101010101010101,1,0,0
0,1722,264,1,0.00101010101010101,1,0,0
0,1723,1724,1,0.00101010101010101,1,0,0
0,1724,1723,5,0.005050505050505051,1,0,0
0,1725,1024,3,0.0030303030303030303,1,0,0
0,1725,1028,2,0.00202020202020202,1,0,0
0,1725,1055,1,0.00101010101010101,1,0,0
0,1725,1738,1,0.00101010101010101,1,0,0
0,1725,1770,1,0.00101010101010101,1,0,0
0,1725,1821,1,0.00101010101010101,1,0,0
0,1725,259,1,0.00101010101010101,1,0,0
0,1726,1727,2,0.00202020202020202,1,0,0
0,1726,1729,2,0.00202020202020202,1,0,0
0,1726,1739,1,0.00101010101010101,1,0,0
0,1726,1744,2,0.00202020202020202,1,0,0
0,1726,1768,1,0.00101010101010101,1,0,0
0,1726,1814,2,0.00202020202020202,1,0,0
0,1726,247,1,0.00101010101010101,1,0,0
0,1726,253,1,0.00101010101010101,1,0,0
0,1726,258,1,0.00101010101010101,1,0,0
